k = 30000
5641
1817
1259
3841
3322
2561
1019
8491
1646
4951
948
1393
4337
2060
4062
3372
9087
5322
15621
4303
1165
12683
316
1217
4539
3695
841
6453
472
1014
5619
1744
1811
2578
1042
3514
1308
520
9304
586
3685
396
1261
1860
1551
3658
4783
771
4856
1283
2275
4841
2389
3059
143
2230
2920
3343
8800
3590
1569
3115
609
8424
1127
1055
3647
3873
370
2722
6323
11333
2076
90
2362
3468
1321
2165
1901
10008
5343
564
3503
3420
2071
1068
4695
4057
1164
1257
4892
1968
11
1814
2107
1089
899
2124
183
2877
1340
3131
2080
1115
3890
1095
155
1942
3571
1143
4453
4608
4539
3508
5612
3351
18237
2509
187
2749
6818
2512
2194
1322
1018
3111
90
1612
5870
302
4171
2130
2674
1803
1278
5776
6838
1540
1446
4913
1495
4247
2791
3082
2509
4230
2284
1625
5475
1029
158
3023
479
964
2398
1495
2962
2076
22
85
3375
11462
5551
3645
4107
5111
1547
220
339
38
9059
1589
3004
1991
2145
2402
7810
1673
10774
2471
2814
2166
781
4622
3963
3786
11114
2324
1876
1377
6888
8724
2093
3588
6936
6945
4577
7936
228
6412
332
139
10046
2866
5354
3155
2653
7734
7236
1200
861
616
2036
482
3259
2876
3068
827
318
2183
1328
8277
5954
71
1754
6804
1196
91
2468
3873
122
5301
1628
2528
2970
1244
7045
1308
3114
12171
51
752
252
3494
1421
2065
967
8268
2331
7352
3432
1459
2611
609
821
2175
593
4485
2015
4211
4273
10235
1942
3855
4145
141
3524
2719
5509
2521
7761
360
312
4875
2387
15194
4821
1097
1912
821
685
2359
3349
6514
2620
4053
1026
3242
2450
12141
1027
3300
3942
10252
2580
2182
762
6037
3849
1243
1616
761
4903
3381
1351
1282
5500
4621
1253
3204
6931
4083
905
4296
2025
1148
103
1726
1066
2596
6048
1112
6261
3827
511
1640
1366
717
2360
1173
3027
2236
721
3458
3674
4856
452
1527
187
77
916
2207
10743
1276
1533
472
14
472
1109
3780
751
5925
3963
1764
12744
9059
3
7453
33
142
2457
2782
577
686
488
492
1441
1357
1399
1562
2789
1198
2001
8266
1624
915
1091
289
5169
1012
3057
2509
157
1269
8135
2095
4312
2717
1404
13358
3823
5392
339
913
1274
123
48
2336
3581
4372
95
1235
1960
934
1263
1190
2528
1678
4682
1816
3791
762
483
787
6288
1267
2325
7182
254
1410
461
10978
3458
1589
4595
4800
3393
11142
1899
4013
1668
1315
946
5029
1765
2256
942
1057
1077
5329
7752
2714
1176
4015
4417
1212
2784
1014
3716
1137
8466
757
3372
543
1210
785
6391
1987
900
2147
1006
9762
2075
6506
12711
2990
3715
6277
66
3051
316
7008
2134
6000
6547
1968
4916
1084
568
9888
400
1306
2668
2267
5372
2131
1532
2556
2877
9040
10688
2798
4640
6369
2601
1607
3387
189
340
1262
278
1912
5
8303
1726
5090
3808
379
1387
2334
16
8485
1792
4904
5629
166
2855
493
1157
883
1181
55
1374
16828
384
10480
1929
2448
3025
3952
2455
447
1244
297
4895
599
2512
4619
924
3515
4536
859
4777
3940
56
4605
1086
5445
3577
2784
2952
1125
6572
947
42
1685
1270
1942
454
766
1266
1
1874
841
3522
182
1829
342
4464
711
507
2047
3421
1262
1279
8762
174
1009
1772
2488
3528
1674
2110
1577
4417
128
5102
509
1023
1276
7873
1073
6412
6301
265
3586
1174
623
2235
7289
2753
2477
1314
929
4392
393
5797
607
3833
2280
4765
8520
964
3027
2029
466
1758
1483
983
3791
48
3109
1966
8921
562
3352
6035
65
6821
1986
8341
501
2778
2337
970
1099
1208
3400
4196
6886
9447
9740
357
1519
3941
6041
5258
313
890
5850
8447
273
8925
6011
1481
1239
4130
1737
832
968
1044
4238
1015
4520
117
626
882
1794
8482
1069
3434
2961
3060
3148
1739
6858
2474
4522
1128
184
250
2658
6924
482
2255
944
1612
7646
374
2436
1872
16401
1279
1077
4375
2933
11207
1819
21828
2604
5924
529
5623
303
1383
4140
3712
5343
1519
1554
2404
5094
1804
6149
1783
303
2338
2262
3704
4310
1047
1650
1051
996
827
3006
4577
1624
1496
326
508
899
2345
5115
1398
7037
399
402
1299
9471
395
2445
436
1233
3121
8071
3364
2577
6553
2022
405
319
4140
7325
2433
2077
760
10481
7365
836
4007
2302
1088
437
787
661
7032
4904
12514
455
6392
880
9287
1222
1612
5284
2311
8874
4543
200
1629
55
5089
1647
1508
4905
641
3291
2598
5091
5481
1894
7765
3986
496
248
1032
974
776
2922
5406
1758
1154
6778
150
1536
1562
1455
2373
2657
276
3409
1026
2692
689
8045
2722
1607
6575
908
1981
4123
75
3982
2652
3302
6849
1347
4560
1480
13989
1896
3122
1748
4688
2840
103
1805
4005
3308
2747
6817
2686
871
739
793
5450
2505
2746
4867
3860
4758
926
4040
1380
2246
12446
2592
4445
1913
1033
5673
821
3648
4502
6254
1041
1100
1736
65
594
716
1404
1424
1690
4692
619
4919
1046
6024
518
10
621
356
572
4382
3059
1376
2664
2103
2322
1241
1167
9514
1339
1329
10433
3205
1124
1033
4417
4582
4320
7014
3228
3322
3203
2684
1971
491
234
4145
1358
1774
4821
1824
6349
2044
884
7597
10335
4361
643
433
1380
262
1601
235
64
3491
4199
391
701
2111
8598
961
698
58
2005
7087
2951
1896
1961
3083
1843
2172
314
3356
5346
8340
3624
5847
264
5034
1841
1890
2471
2779
80
5750
1939
5469
1802
908
3031
3578
5077
3001
6968
708
140
595
596
6749
394
2961
2997
313
1765
3050
1377
12313
7695
923
2094
3690
102
591
2847
591
475
11534
226
1654
2276
1952
4706
2134
1470
5251
