k = 0
5756
4286
21647
18504
12749
11579
11405
5396
12872
4104
15399
19391
15546
10074
19943
8363
3027
21589
14394
23849
18934
7864
14403
10724
9878
8182
19404
16468
22747
14868
13039
16510
33569
18948
22235
8279
13837
12865
4588
14511
7551
17208
5724
24355
10319
17789
5577
7685
20610
18142
8362
12492
12520
11997
16416
5040
29775
2121
7393
13288
4199
8421
13442
5489
2020
13498
18048
24319
19155
14818
13533
3767
6681
16173
2783
7670
7655
4718
9272
19556
12721
15367
10767
10206
9277
20752
7523
9957
3291
11931
9217
15710
10472
6192
12951
6581
15337
7467
5806
8680
17587
1641
7539
7524
11520
4938
4980
13499
21321
12960
17408
12079
7873
20830
12381
22023
8986
8294
14750
15602
25453
5552
20921
1936
3868
7579
6201
18062
10152
9298
3054
31791
23065
13092
6955
14056
10459
22156
6443
10166
9292
9024
16008
20662
15400
11321
16409
6391
4812
12459
16308
10449
9920
9732
17908
6884
14942
22134
26761
11438
7565
11468
6776
16489
5728
14414
10877
10218
15335
4515
19222
4885
19683
10834
8179
14478
10789
8527
7515
15026
9133
21521
5584
17855
9931
15008
19036
23673
12875
5285
16947
17119
12223
9885
19721
17635
15107
2897
4185
12965
22920
6796
2102
1916
1987
10276
8614
6908
14512
10501
2089
18610
18677
15949
9027
18419
6987
16508
14990
13985
11860
2742
16357
21567
6052
9458
15084
10655
16631
12483
7430
13817
6185
14720
4290
12336
30362
13681
5215
20471
2953
8965
6766
10415
10463
20493
12092
13844
11532
1768
16227
3838
15044
9001
11804
4616
7341
8061
18304
11546
21218
20261
10683
4832
19575
14846
11711
11588
21920
13801
9703
9011
19668
19853
19852
15775
10066
16154
13040
7532
992
25970
5479
14321
14815
3372
16502
15236
15136
21643
19891
9133
10467
6538
6965
9285
19696
7550
19253
5278
9418
13776
10604
12489
15689
33616
5913
19145
6964
5130
9014
1967
16122
15582
15625
16002
11058
13062
12331
17166
14724
10921
8838
20013
23070
16748
17690
17559
12258
23250
15489
19060
18266
10912
3640
7746
6169
6737
11260
10250
24554
18649
19456
14850
7811
7145
6865
12808
5042
10471
22128
16942
6816
19830
11532
24850
4895
21883
3929
19837
7742
13140
23459
14144
20852
17038
5832
14475
24472
13107
6945
9754
18182
22400
7198
3742
13144
13216
16310
2408
7811
8551
8607
17451
13859
9399
7508
3477
4609
9447
1375
10624
20581
14543
7560
9174
26085
18066
7484
18889
4420
12546
11326
13487
26122
1547
13119
10014
11500
6887
14081
18026
15211
19886
15494
9653
4045
7451
22518
6225
5271
12591
24414
7405
5416
9511
4002
20144
1452
19453
15380
19400
13220
15650
16096
5473
18781
4043
11714
32038
21666
5951
16458
15796
12699
2137
18689
6915
10666
9790
19059
13172
31796
23543
4426
19984
11273
18909
6560
20612
6457
7661
8353
7165
14406
7349
15735
12411
27230
11566
3397
15756
21360
8608
7950
9323
1529
13060
13138
16061
13405
10573
6590
13694
6471
14237
7953
5212
18276
9324
12272
8104
18445
16124
25392
13066
11043
21568
23310
7556
17690
9918
23925
29580
11602
5904
18027
4606
2375
2735
7073
1713
7524
4924
5856
21165
4535
20471
3387
7363
20803
4580
5714
14026
5455
19870
3357
11542
3034
8928
6952
9417
11649
7861
15299
15513
25741
11437
8219
7352
18213
17002
31279
5901
16171
17527
4176
7099
37188
8429
22417
7108
15952
23694
4051
11470
19279
6902
14149
20354
19478
9149
18007
13595
15616
9180
4333
21408
5386
4037
11122
11932
8210
12605
11716
7174
21324
11069
20651
12003
26448
16651
10222
29858
8788
3784
15147
6920
6657
6410
28937
6699
9829
12038
7094
12312
14140
5683
1696
11100
15745
7173
1208
23477
3187
3333
4507
4950
9661
20671
12317
15502
16993
27339
5830
6673
22529
4971
8644
7882
15663
12250
9319
6859
8934
23143
3213
11001
17628
3612
1421
4964
7299
18801
7008
6355
15203
4315
8691
13575
21520
15202
35198
22273
3108
10513
24451
13614
12999
8493
10801
15290
8870
13801
6256
3648
15736
13932
9416
13954
20986
14828
8345
15015
24555
8067
4925
19017
9363
9607
12123
9366
5972
10861
31339
9273
8556
22696
13447
3455
2446
6216
7858
16716
6218
5109
1110
17297
4445
23846
12133
22692
8550
8387
12386
11237
8650
23382
16010
12558
5711
1703
9548
14949
17981
15436
4456
9219
15447
25164
12843
9513
3803
20633
17107
7412
22603
6676
20244
20687
9812
12947
16123
5416
28645
8556
15911
16317
19050
5641
9585
9472
14515
26603
3883
8846
9265
11098
7213
13852
25485
8003
14539
5307
13575
22649
10816
16593
18710
7389
12508
22598
24002
10593
14038
21123
17023
11118
15588
9161
18256
23340
12625
16191
20041
11991
1374
14041
4606
3341
6223
12590
37068
18826
15411
10886
11616
10147
13643
29027
19913
11700
6816
18483
14838
15538
8509
5770
9989
2494
12424
2304
27234
21910
19005
10328
15165
6962
12647
2586
7108
15934
21949
16253
10844
6967
4986
11279
12485
5891
14974
16687
10062
12866
8788
16974
10736
3147
15106
24300
15157
8036
10473
23453
19204
20056
2713
2974
24521
14020
8008
18999
6318
13446
11179
21042
24861
11825
5050
5218
7370
6306
16087
13448
9530
20291
6656
11117
13835
3399
13100
10968
7362
3330
8564
11404
3601
13492
17066
11506
18412
13367
11970
8234
16834
10089
20600
4444
6798
8568
21508
13161
13389
10319
10579
2115
12976
8419
13604
2319
4046
17371
29457
17202
20530
8944
1029
6074
15865
10373
9118
3336
10844
14191
13791
7740
19394
26228
2535
13285
11649
9736
2054
12763
12991
5331
9678
14492
13778
2508
19902
6001
12893
10362
28453
12816
16602
17613
2761
16588
11010
13054
7751
21373
15640
22653
13363
15952
14350
7766
5309
4039
5622
12223
11400
9741
9240
16626
13714
14816
18080
7194
7366
20823
18630
18805
10414
6554
9903
3400
19456
12461
15829
12262
8777
20788
8252
10445
11345
1934
26174
7430
18705
4091
8535
28540
12343
10775
6938
8952
15870
6696
11143
10108
16647
13580
5688
23244
16940
12577
15331
14698
15089
15614
14529
8420
16175
4781
7279
21140
7133
4994
5919
9474
4266
10505
13604
6527
