k = 100000
878
1070
240
1344
447
1057
582
285
1030
1095
1231
1720
791
1484
6856
102
1396
645
730
119
83
611
227
220
876
680
37
1800
1041
1004
1069
2884
1508
336
172
1321
986
270
177
888
2700
236
974
534
1125
751
1402
898
1471
1068
140
2144
1326
25
531
149
1036
1545
662
2449
875
752
614
437
275
468
599
752
1032
345
514
33
1115
2437
746
347
3868
183
215
208
1702
786
622
1631
239
117
928
1238
396
48
1096
1146
590
2794
331
91
66
57
1789
808
333
1796
524
344
3390
3291
622
3275
880
102
1452
1575
1864
805
472
219
1703
552
784
1314
2425
1408
111
325
505
749
79
1175
180
80
746
884
2360
736
3918
459
1455
688
867
1040
658
1936
591
2861
2572
649
1443
944
2319
859
276
61
680
788
403
17
871
40
427
1396
64
570
798
290
449
1013
1447
486
401
136
779
731
2888
583
568
1244
373
2094
1952
365
587
1352
822
2076
256
697
904
1122
562
520
1208
240
24
3955
1631
173
1064
130
374
590
41
191
1111
331
825
1949
84
743
1202
5094
308
1311
8
1065
284
1122
421
353
1378
175
93
1390
1392
2218
741
816
1962
356
590
1288
628
123
1481
981
957
846
594
1196
970
3676
900
438
157
1391
106
2887
384
45
25
139
1416
876
1561
1081
1327
206
878
77
1114
183
662
830
1113
621
25
678
35
3243
151
608
401
310
905
348
145
210
3009
224
1224
794
29
473
795
2746
1153
943
275
160
498
1138
4143
708
1495
55
1084
410
601
401
141
1911
3078
4247
423
1946
2933
114
460
2295
2438
4709
276
2104
1729
1687
579
175
810
168
504
5727
1081
245
524
322
1429
1730
1513
1663
718
44
562
17
787
121
745
186
3291
1760
197
1582
293
983
417
1081
720
169
2364
344
1364
527
1178
1235
51
2302
25
1486
201
331
543
526
218
347
687
1382
794
52
954
1312
228
952
699
318
364
326
84
4229
952
1218
155
2227
267
361
1009
356
1294
653
100
1615
393
2285
181
919
186
710
799
916
169
1003
792
273
1405
501
23
461
1891
733
106
1741
311
1059
572
1282
269
532
92
1648
456
205
2538
2
1020
103
2158
963
732
372
903
790
2611
988
1942
342
538
292
2407
732
1835
386
1315
1590
820
541
573
5960
788
575
79
721
2057
434
948
748
2355
262
2019
1406
3511
1078
499
333
61
2735
612
1118
1097
238
1211
175
1144
546
1027
1220
96
512
1513
1227
1168
123
315
88
2054
756
604
655
288
37
875
1024
680
2880
68
2259
1241
1234
464
1686
1081
1166
32
726
263
168
249
1905
923
195
732
1168
41
92
4091
1033
370
1418
281
116
247
1180
913
210
3167
50
179
139
123
569
1298
121
783
786
500
175
1888
94
121
444
1115
86
1073
687
2887
1604
163
845
369
2570
3
51
244
2557
191
1417
379
994
141
2646
228
70
531
88
1047
1667
171
427
894
1779
215
1246
718
1317
673
403
74
1077
2482
995
512
561
4038
317
1215
1810
55
16
396
67
259
960
232
1532
188
1012
2510
1157
167
585
692
339
7
749
1303
389
783
30
2166
74
544
482
2077
1456
517
1445
3010
727
3784
630
425
2874
237
95
512
137
222
52
570
455
52
919
358
1563
7
511
606
462
1993
884
537
567
667
515
13
4
16
574
2121
538
870
1874
908
307
552
502
1610
365
170
512
2163
1015
1480
5081
50
1682
339
2564
1372
1318
506
978
2242
899
1408
1454
1157
40
77
639
576
945
56
2456
522
691
230
482
1663
419
607
864
121
285
3179
3561
1175
30
4600
1397
4380
5407
719
646
697
966
1107
627
209
17
708
435
1602
653
298
90
342
854
900
2064
836
460
724
1086
419
4613
284
1869
212
145
3638
1058
205
325
1911
29
259
706
849
154
5237
1518
586
871
16
99
2159
399
142
1754
4143
5499
224
2241
1105
560
412
136
929
106
3996
988
2
4089
322
124
427
2689
1107
811
1275
179
233
1108
115
1042
1005
1386
617
343
80
71
1230
642
210
264
161
24
623
686
317
2376
603
34
963
1059
1313
1414
1845
994
1499
425
50
159
9
2601
770
502
722
373
599
250
889
1438
991
333
2570
893
229
3288
172
3824
479
1278
2769
1974
892
261
202
829
312
171
224
53
2137
981
495
684
580
280
1397
784
135
991
2224
354
965
694
176
507
1012
185
80
1395
48
1940
449
995
1831
1596
728
214
893
202
143
1552
88
357
395
807
1163
487
303
1046
3384
489
1283
81
400
350
530
91
1313
227
310
4319
816
369
134
457
521
92
642
1098
271
336
43
197
2097
860
1847
1591
475
2967
50
14
1252
1235
364
1459
331
1953
3986
625
368
39
335
162
65
267
2124
1312
388
2417
1073
581
180
902
260
804
370
942
2030
1292
829
77
1323
262
319
362
114
561
50
226
2937
2139
17
417
1
187
460
632
547
886
437
725
1836
558
36
1302
243
3321
929
3706
777
3108
910
169
73
3691
976
1659
1745
207
151
240
126
292
1886
170
360
115
352
5043
166
17
206
857
51
403
324
825
199
3494
1555
1005
453
727
145
821
610
14
1728
138
